"hcpcs_code","hcpcs_description"
"20924","Removal of tendon for graft"
"Q4102","Oasis wound matrix"
"24310","Revision of arm tendon"
"78579","Lung ventilation imaging"
"63267","Excise intraspinal lesion"
"66852","Removal of lens material"
"00940","Anesth vaginal procedures"
"43289","Laparoscope proc esoph"
"49999","Abdomen surgery procedure"
"15851","Removal of sutures"
"50081","Removal of kidney stone"
"85540","Wbc alkaline phosphatase"
"86880","Coombs test direct"
"88230","Tissue culture lymphocyte"
"88273","Cytogenetics 10-30"
"88289","Chromosome study additional"
"88386","Eval molecul probes 251-500"
"27425","Lat retinacular release open"
"27435","Incision of knee joint"
"28740","Fusion of foot bones"
"92970","Cardioassist internal"
"33863","Ascending aortic graft"
"33870","Transverse aortic arch graft"
"33877","Thoracoabdominal graft"
"11626","Exc s/n/h/f/g mal+mrg > 4 cm"
"56605","Biopsy of vulva/perineum"
"90812","Intac psytx off 45-50 min"
"23076","Exc shoulder tum deep < 5 cm"
"23415","Release of shoulder ligament"
"76125","Cine/video x-rays add-on"
"S0280","Medical home, initial plan"
"S0281","Medical home, maintenance"
"59025","Fetal non-stress test"
"76815","Ob us limited fetus(s)"
"76818","Fetal biophys profile w/nst"
"25290","Incise wrist/forearm tendon"
"82120","Amines vaginal fluid qual"
"95928","C motor evoked uppr limbs"
"78102","Bone marrow imaging ltd"
"78104","Bone marrow imaging body"
"38570","Laparoscopy lymph node biop"
"31630","Bronchoscopy dilate/fx repr"
"71034","Chest x-ray and fluoroscopy"
"73202","Ct uppr extremity w/o&w/dye"
"71555","Mri angio chest w or w/o dye"
"95805","Multiple sleep latency test"
"64400","N block inj trigeminal"
"64402","N block inj facial"
"J2560","Phenobarbital sodium inj"
"76932","Echo guide for heart biopsy"
"33881","Endovasc taa repr w/o subcl"
"33411","Replacement of aortic valve"
"88325","Comprehensive review of data"
"G0289","Arthro, loose body + chondro"
"A0432","PI volunteer ambulance co"
"84540","Assay of urine/urea-n"
"Q4045","Cast sup sht leg splnt plstr"
"43761","Reposition gastrostomy tube"
"60200","Remove thyroid lesion"
"82787","Igg 1 2 3 or 4 each"
"93981","Penile vascular study"
"80188","Assay of primidone"
"80195","Assay of sirolimus"
"82104","Alpha-1-antitrypsin pheno"
"82180","Assay of ascorbic acid"
"82365","Calculus spectroscopy"
"82384","Assay three catecholamines"
"82397","Chemiluminescent assay"
"82530","Cortisol free"
"82671","Assay of estrogens"
"82677","Assay of estriol"
"82679","Assay of estrone"
"82941","Assay of gastrin"
"82945","Glucose other fluid"
"82952","GTT-added samples"
"82955","Assay of g6pd enzyme"
"83497","Assay of 5-hiaa"
"83605","Assay of lactic acid"
"83930","Assay of blood osmolality"
"84140","Assay of pregnenolone"
"84157","Assay of protein other"
"84244","Assay of renin"
"84260","Assay of serotonin"
"84445","Assay of tsi"
"84585","Assay of urine vma"
"84597","Assay of vitamin k"
"85240","Blood clot factor VIII test"
"85300","Antithrombin III test"
"85303","Blood clot inhibitor test"
"85384","Fibrinogen"
"86021","WBC antibody identification"
"86023","Immunoglobulin assay"
"86157","Cold agglutinin titer"
"86316","Immunoassay tumor other"
"86336","Inhibin A"
"86340","Intrinsic factor antibody"
"86352","Cell function assay w/stim"
"86361","T cell absolute count"
"86631","Chlamydia antibody"
"86632","Chlamydia igm antibody"
"86663","Epstein-barr antibody"
"86664","Epstein-barr antibody"
"86777","Toxoplasma antibody"
"86788","West nile virus ab igm"
"86789","West nile virus antibody"
"86790","Virus antibody nos"
"86807","Cytotoxic antibody screening"
"86885","Coombs test indirect qual"
"87176","Tissue homogenization cultr"
"87255","Genet virus isolate hsv"
"87327","Cryptococcus neoform ag eia"
"87497","Cytomeg dna quant"
"87799","Detect agent nos dna quant"
"88261","Chromosome analysis 5"
"82800","Blood pH"
"29821","Shoulder arthroscopy/surgery"
"33945","Transplantation of heart"
"33961","External circulation assist"
"33979","Insert intracorporeal device"
"35820","Explore chest vessels"
"46604","Anoscopy and dilation"
"57420","Exam of vagina w/scope"
"Q4021","Cast sup sht arm splint plst"
"36470","Injection therapy of vein"
"46615","Anoscopy"
"G0425","Inpt/ED teleconsult30"
"77326","Brachytx isodose calc simp"
"95832","Hand muscle testing manual"
"71015","Chest x-ray"
"66830","Removal of lens lesion"
"84238","Assay nonendocrine receptor"
"85378","Fibrin degrade semiquant"
"87073","Culture bacteria anaerobic"
"33968","Remove aortic assist device"
"65875","Incise inner eye adhesions"
"86171","Complement fixation each"
"80166","Assay of doxepin"
"96151","Assess hlth/behave subseq"
"0042T","Ct perfusion w/contrast cbf"
"66820","Incision secondary cataract"
"85396","Clotting assay whole blood"
"50545","Laparo radical nephrectomy"
"51990","Laparo urethral suspension"
"23700","Fixation of shoulder"
"83788","Mass spectrometry qual"
"90826","Intac psytx hosp 45-50 min"
"84545","Urea-N clearance test"
"77785","Hdr brachytx 1 channel"
"21282","Revision of eyelid"
"41100","Biopsy of tongue"
"77763","Apply intrcav radiat compl"
"G0429","Dermal filler injection(s)"
"Q2027","Sculptra injection"
"A9539","Tc99m pentetate"
"66625","Removal of iris"
"40814","Excise/repair mouth lesion"
"13153","Repair wound/lesion add-on"
"65815","Drainage of eye"
"76940","Us guide tissue ablation"
"58340","Catheter for hysterography"
"28890","High energy eswt plantar f"
"37184","Prim art mech thrombectomy"
"65757","Prep corneal endo allograft"
"66020","Injection treatment of eye"
"66740","Destruction ciliary body"
"A4220","Infusion pump refill kit"
"29870","Knee arthroscopy dx"
"82436","Assay of urine chloride"
"85380","Fibrin degradation vte"
"86612","Blastomyces antibody"
"87521","Hepatitis c rna amp probe"
"G0433","ELISA HIV-1/HIV-2 screen"
"70130","X-ray exam of mastoids"
"15845","Skin and muscle repair face"
"67974","Reconstruction of eyelid"
"76999","Echo examination procedure"
"J3150","Testosteron propionate inj"
"J7326","Gel-one"
"Q9961","HOCM 250-299mg/ml iodine,1ml"
"J0780","Prochlorperazine injection"
"55520","Removal of sperm cord lesion"
"97537","Community/work reintegration"
"67715","Incision of eyelid fold"
"68325","Revise/graft eyelid lining"
"50593","Perc cryo ablate renal tum"
"64575","Implant neuroelectrodes"
"11970","Replace tissue expander"
"19370","Surgery of breast capsule"
"88355","Analysis skeletal muscle"
"63015","Removal of spinal lamina"
"74415","Contrst x-ray urinary tract"
"43267","Endo cholangiopancreatograph"
"50715","Release of ureter"
"58552","Laparo-vag hyst incl t/o"
"78469","Heart infarct image (3D)"
"64722","Relieve pressure on nerve(s)"
"48999","Pancreas surgery procedure"
"86310","Heterophile antibodies"
"31205","Removal of ethmoid sinus"
"31571","Laryngoscop w/vc inj + scope"
"52500","Revision of bladder neck"
"A9584","Iodine I-123 ioflupane"
"20555","Place ndl musc/tis for rt"
"70260","X-ray exam of skull"
"G0400","Home sleep test/type 4 Porta"
"Q2043","Sipuleucel-T auto CD54+"
"64600","Injection treatment of nerve"
"J0278","Amikacin sulfate injection"
"37799","Vascular surgery procedure"
"84512","Assay of troponin qual"
"76120","Cine/video x-rays"
"93318","Echo transesophageal intraop"
"82107","Alpha-fetoprotein l3"
"82300","Assay of cadmium"
"82380","Assay of carotene"
"82495","Assay of chromium"
"82656","Pancreatic elastase fecal"
"82672","Assay of estrogen"
"83018","Quantitative screen metals"
"83070","Assay of hemosiderin qual"
"83873","Assay of csf protein"
"83916","Oligoclonal bands"
"83951","Oncoprotein dcp"
"84066","Assay prostate phosphatase"
"84120","Assay of urine porphyrins"
"84378","Sugars single quant"
"84431","Thromboxane urine"
"84586","Assay of vip"
"84588","Assay of vasopressin"
"84591","Assay of nos vitamin"
"85245","Blood clot factor VIII test"
"85246","Blood clot factor VIII test"
"85247","Blood clot factor VIII test"
"85301","Antithrombin III test"
"85302","Blood clot inhibitor antigen"
"85305","Blood clot inhibitor assay"
"85307","Assay activated protein c"
"85415","Fibrinolytic plasminogen"
"85557","RBC osmotic fragility"
"85660","RBC sickle cell test"
"86337","Insulin antibodies"
"86341","Islet cell antibody"
"86355","B cells total count"
"86357","Nk cells total count"
"86606","Aspergillus antibody"
"86609","Bacterium antibody"
"86628","Candida antibody"
"86648","Diphtheria antibody"
"86671","Fungus antibody"
"86698","Histoplasma"
"86774","Tetanus antibody"
"86778","Toxoplasma antibody igm"
"87149","Dna/rna direct probe"
"87269","Giardia ag if"
"87272","Cryptosporidium ag if"
"87512","Gardner vag dna quant"
"88143","Cytopath c/v thin layer redo"
"G0148","Scr c/v cyto, autosys, rescr"
"G0307","CBC without platelet"
"0279T","Ctc test"
"0280T","Ctc test w/i & r"
"21011","Exc face les sc < 2 cm"
"30801","Ablate inf turbinate superf"
"70330","X-ray exam of jaw joints"
"22522","Percut vertebroplasty addl"
"43226","Esoph endoscopy dilation"
"84234","Assay of progesterone"
"01260","Anesth upper leg veins surg"
"82946","Glucagon tolerance test"
"84442","Assay of thyroid activity"
"23410","Repair rotator cuff acute"
"83625","Assay of ldh enzymes"
"43659","Laparoscope proc stom"
"27025","Incision of hip/thigh fascia"
"G0144","Scr c/v cyto,thinlayer,rescr"
"75557","Cardiac mri for morph"
"J7612","Levalbuterol non-comp con"
"19307","Mast mod rad"
"22848","Insert pelv fixation device"
"85347","Coagulation time"
"29883","Knee arthroscopy/surgery"
"33224","Insert pacing lead & connect"
"J0490","Belimumab injection"
"32651","Thoracoscopy remove cortex"
"23331","Remove shoulder foreign body"
"15620","Skin graft"
"32998","Perq rf ablate tx pul tumor"
"20922","Removal of fascia for graft"
"61107","Drill skull for implantation"
"61592","Orbitocranial approach/skull"
"61608","Resect/excise cranial lesion"
"62140","Repair of skull defect"
"67570","Decompress optic nerve"
"25312","Transplant forearm tendon"
"66840","Removal of lens material"
"67334","Revise eye muscle w/suture"
"56820","Exam of vulva w/scope"
"20240","Bone biopsy excisional"
"96912","Photochemotherapy with UV-A"
"50230","Removal kidney open radical"
"70488","Ct maxillofacial w/o & w/dye"
"70559","Mri brain w/o & w/dye"
"73702","Ct lwr extremity w/o&w/dye"
"78010","Thyroid imaging"
"92312","Contact lens fitting"
"75887","Vein x-ray liver"
"75889","Vein x-ray liver"
"84999","Clinical chemistry test"
"52275","Cystoscopy & revise urethra"
"22899","Spine surgery procedure"
"47379","Laparoscope procedure liver"
"44799","Unlisted procedure intestine"
"64818","Remove sympathetic nerves"
"64820","Remove sympathetic nerves"
"J3472","Ovine, 1000 USP units"
"31646","Bronchoscopy reclear airway"
"78445","Vascular flow imaging"
"80400","Acth stimulation panel"
"87803","Clostridium toxin a w/optic"
"42415","Excise parotid gland/lesion"
"92508","Speech/hearing therapy"
"82108","Assay of aluminum"
"83785","Assay of manganese"
"J1566","Immune globulin, powder"
"84152","Assay of psa complexed"
"64999","Nervous system surgery"
"94668","Chest wall manipulation"
"Q3001","Brachytherapy Radioelements"
"22802","Fusion of spine"
"63046","Removal of spinal lamina"
"G0248","Demonstrate use home inr mon"
"31626","Bronchoscopy w/markers"
"52325","Cystoscopy stone removal"
"35646","Artery bypass graft"
"17107","Destruction of skin lesions"
"67400","Explore/biopsy eye socket"
"27437","Revise kneecap"
"33227","Remove&replace pm gen singl"
"93642","Electrophysiology evaluation"
"38308","Incision of lymph channels"
"93652","Ablate heart dysrhythm focus"
"28220","Release of foot tendon"
"60271","Removal of thyroid"
"95865","Muscle test larynx"
"87389","Hiv-1 ag w/hiv-1 & hiv-2 ab"
"90747","Hepb vacc ill pat 4 dose im"
"01215","Anesth revise hip repair"
"41530","Tongue base vol reduction"
"67830","Revise eyelashes"
"85370","Fibrinogen test"
"23405","Incision of tendon & muscle"
"27305","Incise thigh tendon & fascia"
"27393","Lengthening of thigh tendon"
"91111","Esophageal capsule endoscopy"
"25210","Removal of wrist bone"
"25301","Fusion of tendons at wrist"
"19366","Breast reconstruction"
"75662","Artery x-rays head & neck"
"46280","Remove anal fist complex"
"46945","Remove by ligat int hem grp"
"01482","Anesth radical leg surgery"
"97036","Hydrotherapy"
"88285","Chromosome count additional"
"92516","Facial nerve function test"
"64611","Chemodenerv saliv glands"
"38206","Harvest auto stem cells"
"87300","Ag detection polyval if"
"87640","Staph a dna amp probe"
"87641","Mr-staph dna amp probe"
"92575","Sensorineural acuity test"
"36580","Replace cvad cath"
"27648","Injection for ankle x-ray"
"73615","Contrast x-ray of ankle"
"J0894","Decitabine injection"
"J2355","Oprelvekin injection"
"96522","Refill/maint pump/resvr syst"
"36597","Reposition venous catheter"
"61618","Repair dura"
"31588","Revision of larynx"
"85670","Thrombin time plasma"
"J0586","AbobotulinumtoxinA"
"75756","Artery x-rays chest"
"26442","Release palm & finger tendon"
"72292","Perq verte/sacroplsty ct"
"64772","Incision of spinal nerve"
"96450","Chemotherapy into cns"
"30200","Injection treatment of nose"
"00832","Anesth repair of hernia"
"62263","Epidural lysis mult sessions"
"78122","Blood volume"
"43243","Upper gi endoscopy & inject"
"45335","Sigmoidoscopy w/submuc inj"
"36013","Place catheter in artery"
"26115","Exc hand les sc < 1.5 cm"
"29838","Elbow arthroscopy/surgery"
"57180","Treat vaginal bleeding"
"91133","Electrogastrography w/test"
"88150","Cytopath c/v manual"
"21800","Treatment of rib fracture"
"55873","Cryoablate prostate"
"78458","Ven thrombosis images bilat"
"78807","Nuclear localization/abscess"
"62355","Remove spinal canal catheter"
"55706","Prostate saturation sampling"
"Q9958","HOCM <=149 mg/ml iodine, 1ml"
"21012","Exc face les sbq 2 cm/>"
"21555","Exc neck les sc < 3 cm"
"00211","Anesth cran surg hemotoma"
"64726","Release foot/toe nerve"
"92700","Ent procedure/service"
"11201","Remove skin tags add-on"
"17108","Destruction of skin lesions"
"20665","Removal of fixation device"
"J9214","Interferon alfa-2b inj"
"85385","Fibrinogen"
"71550","Mri chest w/o dye"
"27062","Remove femur lesion/bursa"
"70540","Mri orbit/face/neck w/o dye"
"77084","Magnetic image bone marrow"
"82810","Blood gases o2 sat only"
"46940","Treatment of anal fissure"
"28190","Removal of foot foreign body"
"A9578","Inj multihance multipack"
"J1600","Gold sodium thiomaleate inj"
"27334","Remove knee joint lining"
"36596","Mech remov tunneled cv cath"
"22207","Cut spine 3 col lumb"
"22208","Cut spine 3 col addl seg"
"63710","Graft repair of spine defect"
"26370","Repair finger/hand tendon"
"78701","Kidney imaging with flow"
"78103","Bone marrow imaging mult"
"57156","Ins vag brachytx device"
"82139","Amino acids quan 6 or more"
"90857","Intac group psytx"
"72255","Contrast x-ray thorax spine"
"15956","Remove thigh pressure sore"
"15946","Remove hip pressure sore"
"93799","Cardiovascular procedure"
"J2370","Phenylephrine hcl injection"
"70481","Ct orbit/ear/fossa w/dye"
"A9512","Tc99m pertechnetate"
"G9150","Medical home level iii"
"86079","Physician blood bank service"
"44388","Colonoscopy"
"68040","Treatment of eyelid lesions"
"78630","Cerebrospinal fluid scan"
"01832","Anesth wrist replacement"
"62160","Neuroendoscopy add-on"
"62230","Replace/revise brain shunt"
"93797","Cardiac rehab"
"40818","Excise oral mucosa for graft"
"67835","Revise eyelashes"
"67882","Revision of eyelid"
"35875","Removal of clot in graft"
"80426","Gonadotropin hormone panel"
"47500","Injection for liver x-rays"
"74320","Contrast x-ray of bile ducts"
"74363","X-ray bile duct dilation"
"28510","Treatment of toe fracture"
"90824","Intac psytx hsp 20-30 w/e&m"
"63620","Srs spinal lesion"
"G9002","MCCD,maintenance rate"
"50688","Change of ureter tube/stent"
"0281T","Laa closure w/implant"
"00944","Anesth vaginal hysterectomy"
"61512","Remove brain lining lesion"
"63185","Incise spinal column/nerves"
"20690","Apply bone fixation device"
"32999","Chest surgery procedure"
"37722","Ligate/strip long leg vein"
"61888","Revise/remove neuroreceiver"
"49320","Diag laparo separate proc"
"J7195","Factor IX recombinant"
"87110","Chlamydia culture"
"87270","Chlamydia trachomatis ag if"
"63077","Spine disk surgery thorax"
"11424","Exc h-f-nk-sp b9+marg 3.1-4"
"11444","Exc face-mm b9+marg 3.1-4 cm"
"27132","Total hip arthroplasty"
"28490","Treat big toe fracture"
"44372","Small bowel endoscopy"
"Q4051","Splint supplies misc"
"19499","Breast surgery procedure"
"66150","Glaucoma surgery"
"61799","Srs cran les complex addl"
"44382","Small bowel endoscopy"
"85055","Reticulated platelet assay"
"16035","Incision of burn scab initi"
"16036","Escharotomy addl incision"
"52630","Remove prostate regrowth"
"43458","Dilate esophagus"
"99499","Unlisted e&m service"
"80157","Assay carbamazepine free"
"80168","Assay of ethosuximide"
"80196","Assay of salicylate"
"82010","Acetone assay"
"82157","Assay of androstenedione"
"82585","Assay of cryofibrinogen"
"82943","Assay of glucagon"
"83498","Assay of progesterone"
"83527","Assay of insulin"
"83631","Lactoferrin fecal (quant)"
"83893","Molecule dot/slot/blot"
"83915","Assay of nucleotidase"
"83993","Assay for calprotectin fecal"
"84060","Assay acid phosphatase"
"84078","Assay alkaline phosphatase"
"84143","Assay of 17-hydroxypregneno"
"84202","Assay RBC protoporphyrin"
"84206","Assay of proinsulin"
"84449","Assay of transcortin"
"84600","Assay of volatiles"
"85210","Blood clot factor II test"
"85220","Blood clot factor V test"
"85250","Blood clot factor IX test"
"85270","Blood clot factor XI test"
"85280","Blood clot factor XII test"
"85362","Fibrin degradation products"
"85420","Fibrinolytic plasminogen"
"85520","Heparin assay"
"85549","Muramidase"
"85598","Hexagnal phosph pltlt neutrl"
"85705","Thromboplastin inhibition"
"85732","Thromboplastin time partial"
"86000","Agglutinins febrile"
"86215","Deoxyribonuclease antibody"
"86305","Human epididymis protein 4"
"86329","Immunodiffusion"
"86602","Antinomyces antibody"
"86615","Bordetella antibody"
"86622","Brucella antibody"
"86638","Q fever antibody"
"86658","Enterovirus antibody"
"86668","Francisella tularensis"
"86682","Helminth antibody"
"86684","Hemophilus influenza"
"86702","HIV-2"
"86713","Legionella antibody"
"86753","Protozoa antibody nos"
"86757","Rickettsia antibody"
"86870","RBC antibody identification"
"87109","Mycoplasma"
"87118","Mycobacteric identification"
"87140","Culture type immunofluoresc"
"87168","Macroscopic exam arthropod"
"87169","Macroscopic exam parasite"
"87188","Microbe suscept macrobroth"
"87252","Virus inoculation tissue"
"87305","Aspergillus ag eia"
"87337","Entamoeb hist group ag eia"
"87385","Histoplasma capsul ag eia"
"87471","Bartonella dna amp probe"
"87476","Lyme dis dna amp probe"
"87496","Cytomeg dna amp probe"
"87516","Hepatitis b dna amp probe"
"87900","Phenotype infect agent drug"
"87903","Phenotype dna hiv w/culture"
"87904","Phenotype dna hiv w/clt add"
"87906","Genotype dna hiv reverse t"
"89160","Exam feces for meat fibers"
"89321","Semen anal sperm detection"
"86920","Compatibility test spin"
"15276","Skin sub graft f/n/hf/g addl"
"64795","Biopsy of nerve"
"67923","Repair eyelid defect"
"G0397","Alcohol/subs interv >30 min"
"93580","Transcath closure of asd"
"64510","N block stellate ganglion"
"88148","Cytopath c/v auto rescreen"
"53410","Reconstruction of urethra"
"89220","Sputum specimen collection"
"31513","Injection into vocal cord"
"52330","Cystoscopy and treatment"
"01486","Anesth ankle replacement"
"51840","Attach bladder/urethra"
"G0413","Pelvic ring fracture uni/bil"
"69400","Inflate middle ear canal"
"39010","Exploration of chest"
"37735","Removal of leg veins/lesion"
"62100","Repair brain fluid leakage"
"70336","Magnetic image jaw joint"
"17286","Destruction of skin lesions"
"21550","Biopsy of neck/chest"
"21552","Exc neck les sc 3 cm/>"
"21920","Biopsy soft tissue of back"
"21930","Exc back les sc < 3 cm"
"21931","Exc back les sc 3 cm/>"
"24071","Exc arm/elbow les sc 3 cm/>"
"35001","Repair defect of artery"
"92603","Cochlear implt f/up exam 7 >"
"J2310","Inj naloxone hydrochloride"
"35216","Repair blood vessel lesion"
"67110","Repair detached retina"
"0297T","Ext ecg scan w/report"
"19297","Place breast cath for rad"
"19316","Suspension of breast"
"G0408","Inpt/tele follow up 35"
"G0426","Inpt/ED teleconsult50"
"G0427","Inpt/ED teleconsult70"
"12054","Intmd wnd repair face/mm"
"43631","Removal of stomach partial"
"31254","Revision of ethmoid sinus"
"Q4046","Cast sup sht leg splnt fbrgl"
"57454","Bx/curett of cervix w/scope"
"78800","Tumor imaging limited area"
"90989","Dialysis training complete"
"57800","Dilation of cervical canal"
"35302","Rechanneling of artery"
"38564","Removal abdomen lymph nodes"
"33202","Insert epicard eltrd open"
"77058","Mri one breast"
"66999","Eye surgery procedure"
"20694","Remove bone fixation device"
"26011","Drainage of finger abscess"
"84235","Assay of endocrine hormone"
"P9020","Plaelet rich plasma unit"
"60210","Partial thyroid excision"
"60502","Re-explore parathyroids"
"20501","Inject sinus tract for x-ray"
"35226","Repair blood vessel lesion"
"15274","Skn sub grft t/a/l child add"
"90828","Intac psytx hosp 75-80 min"
"96405","Chemo intralesional up to 7"
"88387","Tiss exam molecular study"
"72127","Ct neck spine w/o & w/dye"
"72130","Ct chest spine w/o & w/dye"
"72133","Ct lumbar spine w/o & w/dye"
"44147","Partial removal of colon"
"36512","Apheresis rbc"
"J7309","Methyl aminolevulinate, top"
"21076","Prepare face/oral prosthesis"
"43237","Endoscopic us exam esoph"
"28092","Removal of toe lesions"
"75885","Vein x-ray liver"
"93618","Heart rhythm pacing"
"00147","Anesth iridectomy"
"00820","Anesth abdominal wall surg"
"61697","Brain aneurysm repr complx"
"61698","Brain aneurysm repr complx"
"61700","Brain aneurysm repr simple"
"37185","Prim art m-thrombect add-on"
"70545","Mr angiography head w/dye"
"C2639","Brachytx, non-stranded,I-125"
"43645","Lap gastr bypass incl smll i"
"43332","Transab esoph hiat hern rpr"
"43338","Esoph lengthening"
"52283","Cystoscopy and treatment"
"64714","Revise low back nerve(s)"
"33400","Repair of aortic valve"
"21499","Head surgery procedure"
"61548","Removal of pituitary gland"
"61616","Resect/excise lesion skull"
"53600","Dilate urethra stricture"
"95973","Analyze neurostim complex"
"L8681","Pt prgrm for implt neurostim"
"82160","Assay of androsterone"
"82634","Deoxycortisol"
"82696","Assay of etiocholanolone"
"82715","Assay of fecal fat"
"82726","Long chain fatty acids"
"83015","Heavy metal screen"
"83150","Assay of for hva"
"83491","Assay of corticosteroids"
"83593","Fractionation ketosteroids"
"83885","Assay of nickel"
"84135","Assay of pregnanediol"
"84138","Assay of pregnanetriol"
"84210","Assay of pyruvate"
"86001","Allergen specific igg"
"87336","Entamoeb hist dispr ag eia"
"27275","Manipulation of hip joint"
"0257T","Opn tthrc aortic hrt valve"
"C2638","Brachytx, stranded, I-125"
"0213T","Njx paravert w/us cer/thor"
"0214T","Njx paravert w/us cer/thor"
"0218T","Njx paravert w/us lumb/sac"
"50500","Repair of kidney wound"
"41120","Partial removal of tongue"
"43499","Esophagus surgery procedure"
"86005","Allergen specific IgE"
"10121","Remove foreign body"
"66160","Glaucoma surgery"
"64680","Injection treatment of nerve"
"35201","Repair blood vessel lesion"
"32607","Thoracoscopy w/bx infiltrate"
"62141","Repair of skull defect"
"78202","Liver imaging with flow"
"92260","Ophthalmoscopy/dynamometry"
"G0339","Robot lin-radsurg com, first"
"G0340","Robt lin-radsurg fractx 2-5"
"50386","Remove stent via transureth"
"11004","Debride genitalia & perineum"
"93724","Analyze pacemaker system"
"21046","Remove mandible cyst complex"
"21048","Remove maxilla cyst complex"
"70482","Ct orbit/ear/fossa w/o&w/dye"
"95852","Range of motion measurements"
"82657","Enzyme cell activity"
"21210","Face bone graft"
"21215","Lower jaw bone graft"
"21248","Reconstruction of jaw"
"41827","Excision of gum lesion"
"20525","Removal of foreign body"
"J2794","Risperidone, long acting"
"67218","Treatment of retinal lesion"
"92018","New eye exam & treatment"
"24065","Biopsy arm/elbow soft tissue"
"25065","Biopsy forearm soft tissues"
"27613","Biopsy lower leg soft tissue"
"15005","Wnd prep f/n/hf/g addl cm"
"15278","Skn sub grft f/n/hf/g ch add"
"35286","Repair blood vessel lesion"
"92609","Use of speech device service"
"0226T","Anoscopy hra w/spec collect"
"0227T","Anoscopy hra w/biopsy"
"46900","Destruction anal lesion(s)"
"46917","Laser surgery anal lesions"
"67141","Treatment of retina"
"87500","Vanomycin dna amp probe"
"00938","Anesth insert penis device"
"97533","Sensory integration"
"19291","Place needle wire breast"
"Q4013","Cast sup gauntlet plaster"
"87158","Culture typing added method"
"15788","Chemical peel face epiderm"
"28290","Correction of bunion"
"43220","Esoph endoscopy dilation"
"44005","Freeing of bowel adhesion"
"60252","Removal of thyroid"
"56821","Exam/biopsy of vulva w/scope"
"57421","Exam/biopsy of vag w/scope"
"27100","Transfer of abdominal muscle"
"56501","Destroy vulva lesions sim"
"38740","Remove armpit lymph nodes"
"25608","Treat fx rad intra-articul"
"28043","Exc foot/toe tum sc < 1.5 cm"
"J2271","Morphine so4 injection 100mg"
"92975","Dissolve clot heart vessel"
"72285","X-ray c/t spine disk"
"31578","Removal of larynx lesion"
"44392","Colonoscopy & polypectomy"
"43263","Endo cholangiopancreatograph"
"62258","Replace brain cavity shunt"
"69399","Outer ear surgery procedure"
"29862","Hip arthr0 w/debridement"
"64782","Remove limb nerve lesion"
"64783","Limb nerve surgery add-on"
"30905","Control of nosebleed"
"11012","Deb skin bone at fx site"
"26540","Repair hand joint"
"27442","Revision of knee joint"
"J0713","Inj ceftazidime per 500 mg"
"J0743","Cilastatin sodium injection"
"P9053","Plt, pher, l/r cmv-neg, irr"
"P9058","RBC, l/r, cmv-neg, irrad"
"67005","Partial removal of eye fluid"
"G0417","Sat biopsy prostate 21-40"
"92579","Visual audiometry (vra)"
"92582","Conditioning play audiometry"
"79403","Hematopoietic nuclear tx"
"90655","Flu vaccine no preserv 6-35m"
"90814","Intac psytx off 75-80 min"
"96002","Dynamic surface emg"
"32856","Prepare donor lung double"
"32124","Explore chest free adhesions"
"32656","Thoracoscopy w/pleurectomy"
"32669","Thoracoscopy remove segment"
"G0117","Glaucoma scrn hgh risk direc"
"28118","Removal of heel bone"
"52282","Cystoscopy implant stent"
"J0288","Ampho b cholesteryl sulfate"
"15200","Skin full graft trunk"
"35566","Artery bypass graft"
"45334","Sigmoidoscopy for bleeding"
"J1060","Testosterone cypionate 1 ML"
"J1410","Inj estrogen conjugate 25 MG"
"J3140","Testosterone suspension inj"
"00620","Anesth spine cord surgery"
"00190","Anesth face/skull bone surg"
"26535","Revise finger joint"
"J0744","Ciprofloxacin iv"
"20692","Apply bone fixation device"
"27430","Revision of thigh muscles"
"33217","Insert 2 electrode pm-defib"
"34826","Endovasc exten prosth addl"
"35661","Artery bypass graft"
"22326","Treat neck spine fracture"
"74262","Ct colonography dx w/dye"
"54410","Remove/replace penis prosth"
"74445","X-ray exam of penis"
"56606","Biopsy of vulva/perineum"
"96406","Chemo intralesional over 7"
"27138","Revise hip joint replacement"
"63050","Cervical laminoplasty"
"67030","Incise inner eye strands"
"36100","Establish access to artery"
"59051","Fetal monitor/interpret only"
"J2315","Naltrexone, depot form"
"29830","Elbow arthroscopy"
"32553","Ins mark thor for rt perq"
"25606","Treat fx distal radial"
"G9001","MCCD, initial rate"
"G9003","MCCD, risk adj hi, initial"
"92325","Modification of contact lens"
"23066","Biopsy shoulder tissues"
"69000","Drain external ear lesion"
"69005","Drain external ear lesion"
"57270","Repair of bowel pouch"
"15999","Removal of pressure sore"
"31526","Dx laryngoscopy w/oper scope"
"31528","Laryngoscopy and dilation"
"31561","Larynscop remve cart + scop"
"31599","Larynx surgery procedure"
"31640","Bronchoscopy w/tumor excise"
"87390","Hiv-1 ag eia"
"87391","Hiv-2 ag eia"
"45505","Repair of rectum"
"46946","Remove by ligat int hem grps"
"66225","Repair/graft eye lesion"
"32560","Treat pleurodesis w/agent"
"J2020","Linezolid injection"
"58953","Tah rad dissect for debulk"
"45915","Remove rectal obstruction"
"95999","Neurological procedure"
"67971","Reconstruction of eyelid"
"44100","Biopsy of bowel"
"27071","Part removal hip bone deep"
"46040","Incision of rectal abscess"
"90669","Pneumococcal vacc 7 val im"
"62351","Implant spinal canal cath"
"80424","Glucagon tolerance panel"
"82373","Assay c-d transfer measure"
